nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
9802,S14W31,-14,31,23,560,Eki,14,54,Beta-Gamma-Delta,2002-02-04
9806,N11W08,11,8,360,40,Dso,4,4,Beta,2002-02-04
9807,S27E26,-27,-26,326,120,Esi,13,26,Beta,2002-02-04
9808,N17E15,17,-15,337,30,Dso,6,10,Beta,2002-02-04
9809,S06E29,-6,-29,323,60,Dso,6,5,Beta,2002-02-04
9810,N09E55,9,-55,297,200,Cao,4,3,Beta,2002-02-04
9811,S27E70,-27,-70,282,120,Cso,8,4,Beta,2002-02-04
9812,N12W29,12,29,21,30,Dso,5,5,Beta,2002-02-04
9813,S24W13,-24,13,5,10,Hsx,1,2,Alpha,2002-02-04
9814,N07E15,7,-15,337,10,Bxo,4,4,Beta,2002-02-04
9815,N12E70,12,-70,282,80,Hsx,3,1,Alpha,2002-02-04
9800,N10W73,10,73,52,250,Dao,8,5,Beta,2002-02-05
9801,S04W54,-4,54,33,80,Hsx,2,1,Alpha,2002-02-05
9802,S14W44,-14,44,23,640,Fki,17,57,Beta-Gamma-Delta,2002-02-05
9806,N12W21,12,21,360,30,Cso,4,3,Beta,2002-02-05
9807,S27E13,-27,-13,326,90,Eai,14,27,Beta,2002-02-05
9808,N17E02,17,-2,337,50,Dso,7,7,Beta,2002-02-05
9809,S06E16,-6,-16,323,100,Dso,9,6,Beta,2002-02-05
9810,N09E42,9,-42,297,230,Dao,4,4,Beta,2002-02-05
9811,S28E57,-28,-57,282,290,Dao,7,7,Beta,2002-02-05
9812,N12W42,12,42,21,30,Dro,5,4,Beta,2002-02-05
9813,S24W26,-24,26,5,10,Axx,0,1,Alpha,2002-02-05
9814,N07E02,7,-2,337,10,Hrx,0,1,Alpha,2002-02-05
9815,N10E57,10,-57,282,80,Hax,2,2,Alpha,2002-02-05
9816,S13W33,-13,33,12,80,Dao,4,9,Beta,2002-02-05
9800,N06W89,6,89,55,140,Dao,4,3,Beta,2002-02-06
9801,S04W71,-4,71,37,70,Hsx,1,1,Alpha,2002-02-06
9802,S15W56,-15,56,22,500,Eai,15,44,Beta-Gamma-Delta,2002-02-06
9806,N11W36,11,36,2,30,Hsx,1,1,Alpha,2002-02-06
9807,S25E01,-25,-1,325,120,Eao,13,18,Beta,2002-02-06
9808,N17W13,17,13,339,60,Dao,8,13,Beta,2002-02-06
9809,S06E03,-6,-3,323,100,Dso,9,7,Beta,2002-02-06
9810,N10E26,10,-26,300,190,Dko,4,3,Beta,2002-02-06
9811,S25E45,-25,-45,281,240,Dao,7,12,Beta,2002-02-06
9812,N13W57,13,57,23,20,Cro,3,2,Beta,2002-02-06
9814,N07W13,7,13,339,10,Axx,1,2,Alpha,2002-02-06
9815,N12E43,12,-43,283,70,Cao,3,3,Beta,2002-02-06
9816,S12W46,-12,46,12,150,Dso,5,11,Beta,2002-02-06
9817,S07E23,-7,-23,303,20,Bxo,3,3,Beta,2002-02-06
9818,N06E54,6,-54,272,20,Axx,0,1,Alpha,2002-02-06
9819,S29E68,-29,-68,258,50,Hsx,1,2,Alpha,2002-02-06
9801,S02W86,-2,86,38,70,Hsx,2,1,Alpha,2002-02-07
9802,S13W68,-13,68,20,310,Eai,13,17,Beta-Gamma,2002-02-07
9806,N12W49,12,49,1,20,Hsx,1,1,Alpha,2002-02-07
9807,S27W11,-27,11,323,30,Cao,12,9,Beta,2002-02-07
9808,N17W26,17,26,338,60,Dao,6,13,Beta,2002-02-07
9809,S04W11,-4,11,323,90,Dso,6,8,Beta,2002-02-07
9810,N11E13,11,-13,299,130,Cao,4,6,Beta,2002-02-07
9811,S25E32,-25,-32,280,200,Dao,6,12,Beta,2002-02-07
9812,N11W69,11,69,21,0,Axx,0,1,Alpha,2002-02-07
9815,N12E30,12,-30,282,100,Cao,3,7,Beta,2002-02-07
9816,S11W58,-11,58,10,60,Dao,3,4,Beta,2002-02-07
9817,S06E07,-6,-7,305,0,Axx,0,1,Alpha,2002-02-07
9818,N07E40,7,-40,272,10,Axx,2,2,Alpha,2002-02-07
9819,S30E57,-30,-57,255,50,Cao,3,4,Beta,2002-02-07
9802,S14W80,-14,80,19,110,Dso,9,8,Beta,2002-02-08
9806,N13W63,13,63,2,30,Hsx,1,1,Alpha,2002-02-08
9807,S27W22,-27,22,321,20,Cso,10,8,Beta,2002-02-08
9808,N18W40,18,40,339,70,Dso,6,8,Beta,2002-02-08
9809,S05W24,-5,24,323,80,Dso,7,7,Beta,2002-02-08
9810,N10E01,10,-1,298,170,Hax,3,3,Alpha,2002-02-08
9811,S26E20,-26,-20,279,140,Dao,6,11,Beta,2002-02-08
9815,N12E17,12,-17,282,80,Cao,5,10,Beta,2002-02-08
9816,S11W70,-11,70,9,30,Cso,4,4,Beta,2002-02-08
9819,S31E43,-31,-43,256,30,Cso,5,5,Beta,2002-02-08
9820,N15E46,15,-46,253,20,Cso,4,3,Beta,2002-02-08
9802,S15W92,-15,92,18,50,Dao,10,3,Beta,2002-02-09
9806,N14W78,14,78,4,30,Hsx,3,2,Alpha,2002-02-09
9807,S27W34,-27,34,320,10,Cso,8,7,Beta,2002-02-09
9808,N18W54,18,54,340,30,Cso,5,5,Beta,2002-02-09
9809,S04W38,-4,38,324,60,Dso,6,5,Beta,2002-02-09
9810,N11W14,11,14,300,130,Dao,5,10,Beta,2002-02-09
9811,S26E06,-26,-6,280,140,Dao,6,12,Beta,2002-02-09
9814,N08W51,8,51,337,20,Cso,3,3,Beta,2002-02-09
9815,N11E02,11,-2,284,60,Dao,6,13,Beta,2002-02-09
9816,S13W85,-13,85,11,30,Cso,5,3,Beta,2002-02-09
9819,S30E33,-30,-33,253,20,Cro,3,4,Beta,2002-02-09
9820,N15E30,15,-30,256,20,Hsx,2,2,Alpha,2002-02-09
9821,S14E16,-14,-16,270,30,Dso,5,11,Beta,2002-02-09
9822,N18E69,18,-69,217,150,Dao,9,9,Beta,2002-02-09
9808,N17W67,17,67,340,10,Axx,2,3,Alpha,2002-02-10
9809,S05W50,-5,50,323,60,Cso,5,2,Beta,2002-02-10
9810,N10W27,10,27,300,150,Cso,8,9,Beta,2002-02-10
9811,S27W05,-27,5,278,130,Cao,6,13,Beta,2002-02-10
9814,N06W63,6,63,336,10,Axx,1,1,Alpha,2002-02-10
9815,N11W09,11,9,282,20,Bxo,6,9,Beta,2002-02-10
9818,N06E01,6,-1,272,20,Hsx,3,2,Alpha,2002-02-10
9819,S31E19,-31,-19,254,10,Cro,4,3,Beta,2002-02-10
9820,N14E15,14,-15,258,10,Axx,1,1,Alpha,2002-02-10
9821,S14E03,-14,-3,270,80,Dso,8,26,Beta,2002-02-10
9822,N17E56,17,-56,217,70,Cso,6,5,Beta,2002-02-10
9823,S05E24,-5,-24,249,20,Cso,3,4,Beta,2002-02-10
9824,N21E67,21,-67,206,100,Hsx,2,1,Alpha,2002-02-10
9825,N12E69,12,-69,204,320,Eko,13,6,Beta,2002-02-10
9809,S05W63,-5,63,323,40,Hsx,1,1,Alpha,2002-02-11
9810,N10W41,10,41,301,120,Cso,3,3,Beta,2002-02-11
9811,S26W20,-26,20,280,100,Dso,4,5,Beta,2002-02-11
9815,N11W24,11,24,284,40,Bxo,5,5,Beta,2002-02-11
9819,S30E04,-30,-4,256,20,Bxo,6,5,Beta,2002-02-11
9820,N14E01,14,-1,259,10,Axx,0,1,Alpha,2002-02-11
9821,S14W11,-14,11,271,280,Esi,11,33,Beta-Gamma,2002-02-11
9822,N17E40,17,-40,220,70,Cso,5,7,Beta,2002-02-11
9823,S05E09,-5,-9,251,30,Cso,6,7,Beta,2002-02-11
9824,N21E54,21,-54,206,130,Hsx,3,1,Alpha,2002-02-11
9825,N12E57,12,-57,203,480,Eki,13,12,Beta,2002-02-11
9826,S23E39,-23,-39,221,20,Cao,3,5,Beta,2002-02-11
9809,S06W76,-6,76,323,40,Hsx,1,1,Alpha,2002-02-12
9810,N10W54,10,54,301,100,Cso,3,3,Beta,2002-02-12
9811,S26W32,-26,32,279,70,Dao,5,8,Beta,2002-02-12
9819,S30W06,-30,6,253,20,Dso,3,2,Beta,2002-02-12
9821,S13W25,-13,25,272,310,Eai,12,32,Beta-Gamma,2002-02-12
9822,N18E26,18,-26,221,40,Cao,5,7,Beta,2002-02-12
9823,S04W05,-4,5,252,50,Dao,6,7,Beta,2002-02-12
9824,N21E41,21,-41,206,130,Hax,3,1,Alpha,2002-02-12
9825,N12E43,12,-43,204,380,Eki,14,16,Beta,2002-02-12
9826,S23E25,-23,-25,222,40,Dso,6,7,Beta,2002-02-12
9827,S25W43,-25,43,290,10,Axx,0,1,Alpha,2002-02-12
9828,S15E50,-15,-50,197,20,Hsx,1,1,Alpha,2002-02-12
9809,S06W91,-6,91,324,30,Hax,2,1,Alpha,2002-02-13
9810,N10W68,10,68,301,70,Hsx,2,1,Alpha,2002-02-13
9811,S26W45,-26,45,278,40,Cso,5,4,Beta,2002-02-13
9821,S13W38,-13,38,271,350,Eki,11,30,Beta,2002-02-13
9822,N18E12,18,-12,221,30,Cso,7,4,Beta,2002-02-13
9823,S04W19,-4,19,252,120,Cao,6,4,Beta,2002-02-13
9824,N22E30,22,-30,203,140,Hax,3,1,Alpha,2002-02-13
9825,N13E30,13,-30,203,310,Eki,13,30,Beta-Gamma,2002-02-13
9826,S22E12,-22,-12,221,30,Cso,7,6,Beta,2002-02-13
9828,S16E38,-16,-38,195,10,Axx,0,1,Alpha,2002-02-13
9810,N10W84,10,84,304,90,Hax,2,1,Alpha,2002-02-14
9811,S25W60,-25,60,280,30,Hsx,1,1,Alpha,2002-02-14
9819,S29W33,-29,33,253,20,Cso,3,3,Beta,2002-02-14
9821,S13W53,-13,53,273,330,Dai,9,14,Beta,2002-02-14
9822,N17W05,17,5,225,10,Bxo,3,4,Beta,2002-02-14
9823,S04W36,-4,36,256,20,Hax,1,2,Alpha,2002-02-14
9824,N22E16,22,-16,204,180,Hsx,3,1,Alpha,2002-02-14
9825,N14E16,14,-16,204,460,Fai,17,38,Beta-Gamma,2002-02-14
9826,S23W02,-23,2,222,80,Dso,4,4,Beta,2002-02-14
9810,N10W95,10,95,302,60,Hsx,2,1,Alpha,2002-02-15
9811,S24W71,-24,71,278,20,Hsx,1,1,Alpha,2002-02-15
9819,S29W44,-29,44,251,20,Hsx,1,1,Alpha,2002-02-15
9821,S12W66,-12,66,273,260,Dao,10,12,Beta,2002-02-15
9822,N17W18,17,18,225,10,Bxo,2,4,Beta,2002-02-15
9823,S02W50,-2,50,257,10,Hsx,1,1,Alpha,2002-02-15
9824,N22E04,22,-4,203,130,Hsx,3,1,Alpha,2002-02-15
9825,N13E01,13,-1,206,500,Fkc,18,53,Beta-Gamma,2002-02-15
9826,S22W15,-22,15,222,10,Bxo,4,5,Beta,2002-02-15
9828,S16E10,-16,-10,197,10,Cso,2,5,Beta,2002-02-15
9829,S07E74,-7,-74,133,20,Cro,6,4,Beta,2002-02-15
9830,S22E73,-22,-73,134,30,Hrx,1,1,Alpha,2002-02-15
9819,S29W57,-29,57,251,10,Axx,1,1,Alpha,2002-02-16
9821,S11W81,-11,81,275,110,Dso,5,4,Beta,2002-02-16
9823,S03W62,-3,62,256,20,Hsx,1,1,Alpha,2002-02-16
9824,N23W09,23,9,203,180,Hsx,3,1,Alpha,2002-02-16
9825,N14W13,14,13,207,500,Fac,18,53,Beta-Gamma,2002-02-16
9828,S16W04,-16,4,198,0,Bxo,1,2,Beta,2002-02-16
9829,S06E62,-6,-62,132,40,Dso,9,3,Beta,2002-02-16
9830,S21E58,-21,-58,136,50,Dso,10,11,Beta,2002-02-16
9819,S28W72,-28,72,253,10,Axx,1,1,Alpha,2002-02-17
9824,N23W22,23,22,203,140,Cso,4,2,Beta,2002-02-17
9825,N13W24,13,24,205,290,Fai,18,32,Beta-Gamma,2002-02-17
9828,S15W18,-15,18,199,10,Bxo,2,2,Beta,2002-02-17
9829,S06E52,-6,-52,129,40,Eso,12,4,Beta,2002-02-17
9830,S20E44,-20,-44,137,210,Fai,17,21,Beta,2002-02-17
9831,S11W41,-11,41,222,10,Bxo,3,2,Beta,2002-02-17
9819,S31W83,-31,83,250,10,Bxo,2,2,Beta,2002-02-18
9824,N23W35,23,35,202,140,Hsx,1,1,Alpha,2002-02-18
9825,N12W36,12,36,203,290,Fai,17,24,Beta-Gamma,2002-02-18
9829,S05E36,-5,-36,131,50,Cso,8,5,Beta,2002-02-18
9830,S18E32,-18,-32,135,360,Fai,18,28,Beta-Gamma,2002-02-18
9831,S11W52,-11,52,219,0,Axx,0,1,Alpha,2002-02-18
9824,N23W48,23,48,202,110,Hsx,2,1,Alpha,2002-02-19
9825,N14W51,14,51,205,230,Fao,19,10,Beta-Gamma,2002-02-19
9830,S18E20,-18,-20,134,480,Fki,20,43,Beta-Gamma,2002-02-19
9832,S13E25,-13,-25,129,20,Bxo,12,9,Beta,2002-02-19
9824,N23W60,23,60,201,100,Hsx,2,1,Alpha,2002-02-20
9825,N16W66,16,66,207,210,Dao,10,11,Beta-Gamma,2002-02-20
9830,S20E07,-20,-7,134,610,Fkc,19,46,Beta-Gamma-Delta,2002-02-20
9832,S14E10,-14,-10,131,20,Cso,5,4,Beta,2002-02-20
9833,N11W16,11,16,157,40,Cro,3,6,Beta,2002-02-20
9834,N03E55,3,-55,86,10,Bxo,2,2,Beta,2002-02-20
9824,N24W74,24,74,202,100,Hsx,2,1,Alpha,2002-02-21
9825,N16W81,16,81,209,150,Dao,7,6,Beta-Gamma,2002-02-21
9828,S14W71,-14,71,199,10,Axx,1,2,Alpha,2002-02-21
9829,S06W01,-6,1,129,0,Axx,0,1,Alpha,2002-02-21
9830,S20W07,-20,7,135,530,Fkc,22,49,Beta-Gamma-Delta,2002-02-21
9832,S15W03,-15,3,131,10,Hsx,1,1,Alpha,2002-02-21
9835,S09W61,-9,61,189,40,Dso,4,4,Beta,2002-02-21
9836,S02W26,-2,26,154,10,Bxo,5,2,Beta,2002-02-21
9837,N07E69,7,-69,59,60,Hsx,3,1,Alpha,2002-02-21
9824,N24W86,24,86,201,80,Hsx,3,1,Alpha,2002-02-22
9825,N13W92,13,92,207,120,Cao,2,2,Beta-Gamma,2002-02-22
9830,S19W22,-19,22,137,530,Fki,20,29,Beta-Gamma-Delta,2002-02-22
9832,S03W15,-3,15,130,30,Cso,2,2,Beta,2002-02-22
9834,N03E27,3,-27,88,10,Hsx,0,1,Alpha,2002-02-22
9835,S09W75,-9,75,190,170,Dao,8,3,Beta,2002-02-22
9837,N08E57,8,-57,58,140,Hax,3,1,Alpha,2002-02-22
9838,N05W18,5,18,133,20,Cro,3,4,Beta,2002-02-22
9839,S16E06,-16,-6,109,10,Bxo,1,3,Beta,2002-02-22
9840,S12E72,-12,-72,43,20,Axx,2,2,Alpha,2002-02-22
9830,S19W34,-19,34,136,440,Fki,20,32,Beta-Gamma-Delta,2002-02-23
9834,N03E13,3,-13,89,10,Hsx,0,2,Alpha,2002-02-23
9835,S08W87,-8,87,189,110,Dao,6,3,Beta,2002-02-23
9837,N09E44,9,-44,58,120,Cao,4,6,Beta,2002-02-23
9838,N05W31,5,31,133,20,Cso,4,4,Beta,2002-02-23
9839,S17W06,-17,6,108,0,Axx,0,1,Alpha,2002-02-23
9840,S12E58,-12,-58,44,20,Cso,4,2,Beta,2002-02-23
9841,S21W20,-21,20,122,60,Dao,5,6,Beta,2002-02-23
9842,S18E03,-18,-3,99,10,Axx,2,2,Alpha,2002-02-23
9843,S26E58,-26,-58,44,20,Axx,2,3,Alpha,2002-02-23
9830,S19W49,-19,49,137,480,Fai,16,34,Beta-Gamma-Delta,2002-02-24
9837,N09E32,9,-32,56,80,Dao,4,8,Beta,2002-02-24
9838,N05W45,5,45,133,30,Cro,5,5,Beta,2002-02-24
9839,S18W20,-18,20,108,30,Cso,4,6,Beta,2002-02-24
9840,S11E46,-11,-46,42,40,Cso,3,2,Beta,2002-02-24
9841,S20W33,-20,33,121,70,Dao,5,9,Beta,2002-02-24
9842,S18W11,-18,11,99,10,Hrx,1,2,Alpha,2002-02-24
9843,S26E46,-26,-46,42,50,Cao,4,4,Beta,2002-02-24
9844,N22E33,22,-33,55,40,Cso,6,4,Beta,2002-02-24
9845,N15E71,15,-71,17,80,Hax,2,2,Alpha,2002-02-24
9830,S17W64,-17,64,139,650,Fkc,17,20,Beta-Gamma-Delta,2002-02-25
9837,N10E18,10,-18,57,80,Dao,5,8,Beta,2002-02-25
9839,S17W35,-17,35,110,80,Dai,6,14,Beta,2002-02-25
9840,S11E33,-11,-33,42,20,Hsx,1,1,Alpha,2002-02-25
9841,S20W47,-20,47,122,70,Dao,7,7,Beta,2002-02-25
9842,S19W23,-19,23,98,20,Cso,3,5,Beta,2002-02-25
9843,S25E33,-25,-33,42,20,Cro,6,2,Beta,2002-02-25
9844,N22E18,22,-18,57,100,Dso,7,10,Beta,2002-02-25
9845,N15E58,15,-58,17,60,Hax,1,2,Alpha,2002-02-25
9846,S04W37,-4,37,112,20,Dao,5,5,Beta,2002-02-25
9847,S14E50,-14,-50,25,50,Cso,4,7,Beta,2002-02-25
9830,S18W79,-18,79,141,310,Eai,15,15,Beta-Gamma,2002-02-26
9837,N09E03,9,-3,59,40,Dao,3,6,Beta,2002-02-26
9839,S17W48,-17,48,110,130,Dai,9,16,Beta,2002-02-26
9840,S11E20,-11,-20,42,10,Hsx,1,2,Alpha,2002-02-26
9841,S21W60,-21,60,122,30,Dso,8,5,Beta,2002-02-26
9842,S19W36,-19,36,98,90,Dao,7,16,Beta,2002-02-26
9843,S26E18,-26,-18,44,20,Cso,4,4,Beta,2002-02-26
9844,N22E05,22,-5,57,130,Dai,9,18,Beta,2002-02-26
9845,N17E47,17,-47,15,80,Dao,7,4,Beta,2002-02-26
9846,S04W53,-4,53,115,90,Dao,8,10,Beta,2002-02-26
9847,S14E37,-14,-37,25,60,Dao,7,6,Beta,2002-02-26
9848,S20E33,-20,-33,29,20,Cso,4,4,Beta,2002-02-26
9849,N23E69,23,-69,353,0,Axx,0,1,Alpha,2002-02-26
9830,S17W92,-17,92,141,170,Eao,12,4,Beta-Gamma,2002-02-27
9837,N09W09,9,9,58,20,Dso,4,4,Beta,2002-02-27
9839,S17W62,-17,62,111,170,Dai,9,16,Beta,2002-02-27
9841,S22W70,-22,70,119,20,Hsx,1,1,Alpha,2002-02-27
9842,S19W49,-19,49,98,240,Dko,8,13,Beta,2002-02-27
9843,S26E06,-26,-6,43,30,Cso,5,7,Beta,2002-02-27
9844,N22W08,22,8,57,120,Dai,8,20,Beta,2002-02-27
9845,N17E35,17,-35,14,130,Dao,10,11,Beta,2002-02-27
9846,S03W68,-3,68,117,180,Dao,9,8,Beta,2002-02-27
9847,S14E24,-14,-24,25,40,Cso,6,8,Beta,2002-02-27
9848,S20E20,-20,-20,29,60,Dso,5,10,Beta,2002-02-27
9849,N23E55,23,-55,354,0,Axx,0,1,Alpha,2002-02-27
9837,N10W23,10,23,59,0,Axx,1,2,Alpha,2002-02-28
9839,S18W75,-18,75,111,250,Eao,11,11,Beta,2002-02-28
9842,S19W63,-19,63,99,210,Dao,9,6,Beta,2002-02-28
9843,S26W08,-26,8,44,20,Dso,6,10,Beta,2002-02-28
9844,N22W21,22,21,57,190,Dai,9,22,Beta,2002-02-28
9845,N17E21,17,-21,15,160,Eai,11,22,Beta,2002-02-28
9846,S03W82,-3,82,118,180,Eao,11,3,Beta,2002-02-28
9847,S14E10,-14,-10,26,10,Bxo,4,4,Beta,2002-02-28
9848,S20E05,-20,-5,31,50,Dao,5,8,Beta,2002-02-28
9850,N27W51,27,51,87,30,Cao,3,4,Beta,2002-02-28
9837,N10W31,10,31,53,10,Axx,2,2,Alpha,2002-03-01
9839,S18W84,-18,84,106,100,Dao,9,5,Beta,2002-03-01
9842,S18W73,-18,73,95,130,Dao,9,4,Beta,2002-03-01
9843,S26W20,-26,20,42,60,Dso,8,12,Beta,2002-03-01
9844,N22W34,22,34,56,230,Dai,10,24,Beta,2002-03-01
9845,N18E08,18,-8,14,320,Eai,13,25,Beta,2002-03-01
9846,S05W91,-5,91,113,30,Dao,6,3,Beta,2002-03-01
9847,S13W01,-13,1,23,10,Axx,1,2,Alpha,2002-03-01
9848,S20W07,-20,7,29,50,Dso,6,8,Beta,2002-03-01
9850,N27W64,27,64,86,30,Cro,3,3,Beta,2002-03-01
9842,S19W87,-19,87,96,90,Dao,8,4,Beta,2002-03-02
9843,S26W33,-26,33,42,110,Dao,9,11,Beta,2002-03-02
9844,N22W48,22,48,57,160,Dai,10,12,Beta,2002-03-02
9845,N17W04,17,4,13,390,Eki,13,20,Beta,2002-03-02
9847,S14W15,-14,15,24,10,Bxo,4,4,Beta,2002-03-02
9848,S20W21,-20,21,30,30,Cao,7,4,Beta,2002-03-02
9850,N26W74,26,74,83,1,Axx,2,2,Alpha,2002-03-02
9851,S07E56,-7,-56,313,50,Dso,6,5,Beta,2002-03-02
9852,N16E66,16,-66,303,1,Axx,1,1,Alpha,2002-03-02
9840,S14W52,-14,52,48,0,Axx,0,1,Alpha,2002-03-03
9843,S26W47,-26,47,43,100,Dao,9,12,Beta,2002-03-03
9844,N22W61,22,61,57,130,Dao,10,10,Beta,2002-03-03
9845,N18W18,18,18,14,370,Eki,14,24,Beta-Gamma,2002-03-03
9847,S13W30,-13,30,26,0,Axx,0,1,Alpha,2002-03-03
9848,S19W34,-19,34,30,20,Bxo,7,5,Beta,2002-03-03
9851,S05E42,-5,-42,314,40,Dso,8,8,Beta,2002-03-03
9852,N15E52,15,-52,304,0,Axx,0,1,Alpha,2002-03-03
9853,S24E69,-24,-69,287,10,Hrx,1,1,Alpha,2002-03-03
9840,S16W64,-16,64,47,10,Bxo,4,4,Beta,2002-03-04
9843,S25W60,-25,60,43,50,Dao,9,7,Beta,2002-03-04
9844,N23W76,23,76,59,100,Cao,6,5,Beta,2002-03-04
9845,N18W33,18,33,16,390,Fki,16,26,Beta-Gamma,2002-03-04
9848,S19W45,-19,45,28,0,Axx,1,1,Alpha,2002-03-04
9851,S06E29,-6,-29,314,40,Cao,8,7,Beta,2002-03-04
9853,S23E54,-23,-54,289,50,Hax,2,3,Alpha,2002-03-04
9854,N11W09,11,9,352,20,Cso,3,8,Beta,2002-03-04
9855,N12E24,12,-24,319,20,Cao,3,7,Beta,2002-03-04
9856,S06E74,-6,-74,269,110,Hax,2,1,Alpha,2002-03-04
9840,S19W77,-19,77,47,60,Cao,5,5,Beta,2002-03-05
9843,S26W72,-26,72,42,70,Cso,2,1,Beta,2002-03-05
9844,N21W87,21,87,57,80,Cao,3,4,Beta,2002-03-05
9845,N17W46,17,46,16,420,Fko,18,26,Beta-Gamma,2002-03-05
9851,S06E16,-6,-16,314,70,Dai,10,14,Beta,2002-03-05
9853,S23E42,-23,-42,288,80,Dao,7,7,Beta,2002-03-05
9854,N10W24,10,24,354,30,Cro,3,5,Beta,2002-03-05
9855,N13E10,13,-10,320,30,Cao,4,5,Beta,2002-03-05
9856,S08E61,-8,-61,269,220,Cso,6,3,Beta,2002-03-05
9857,S04W58,-4,58,28,0,Axx,1,2,Alpha,2002-03-05
9858,S30E05,-30,-5,325,30,Dao,3,3,Beta,2002-03-05
9859,S10E47,-10,-47,283,30,Cso,2,2,Beta,2002-03-05
9843,S26W84,-26,84,40,10,Axx,1,1,Alpha,2002-03-06
9845,N17W60,17,60,16,430,Fai,20,19,Beta-Gamma,2002-03-06
9851,S06E02,-6,-2,314,70,Dai,10,19,Beta,2002-03-06
9853,S23E28,-23,-28,288,80,Dao,7,10,Beta,2002-03-06
9856,S06E48,-6,-48,268,180,Cao,10,5,Beta,2002-03-06
9857,S04W72,-4,72,28,30,Bxo,4,4,Beta,2002-03-06
9858,S30W08,-30,8,324,20,Dso,3,3,Beta,2002-03-06
9859,S10E34,-10,-34,282,30,Cro,8,4,Beta,2002-03-06
9860,S06E61,-6,-61,255,20,Axx,2,2,Alpha,2002-03-06
9861,N07E66,7,-66,250,30,Hsx,1,1,Alpha,2002-03-06
9845,N17W73,17,73,16,290,Fai,19,10,Beta-Gamma,2002-03-07
9851,S02W11,-2,11,314,120,Eai,13,21,Beta,2002-03-07
9852,N17W05,17,5,308,10,Axx,2,3,Alpha,2002-03-07
9853,S23E15,-23,-15,288,70,Dao,7,10,Beta,2002-03-07
9856,S05E35,-5,-35,268,210,Hkx,3,1,Alpha,2002-03-07
9857,S04W85,-4,85,28,50,Dso,6,2,Beta,2002-03-07
9858,S29W21,-29,21,324,10,Axx,1,1,Alpha,2002-03-07
9859,S10E21,-10,-21,282,30,Dso,8,9,Beta,2002-03-07
9860,S06E48,-6,-48,255,10,Axx,1,2,Alpha,2002-03-07
9861,N08E53,8,-53,250,10,Axx,1,1,Alpha,2002-03-07
9862,N06W58,6,58,1,30,Cso,5,6,Beta,2002-03-07
9863,N18W37,18,37,340,30,Dro,4,5,Beta,2002-03-07
9845,N17W86,17,86,16,80,Dso,10,5,Beta,2002-03-08
9851,S02W24,-2,24,314,130,Esi,13,25,Beta,2002-03-08
9853,S23E02,-23,-2,288,70,Dao,7,9,Beta,2002-03-08
9856,S05E22,-5,-22,268,200,Cso,3,2,Beta,2002-03-08
9859,S10E08,-10,-8,282,30,Cso,6,8,Beta,2002-03-08
9861,N08E40,8,-40,250,10,Hsx,1,1,Alpha,2002-03-08
9862,N06W71,6,71,1,50,Dso,6,6,Beta,2002-03-08
9863,N18W50,18,50,340,10,Bxo,4,5,Beta,2002-03-08
9864,N18E69,18,-69,221,50,Hsx,2,1,Alpha,2002-03-08
9851,S02W37,-2,37,314,90,Dao,10,13,Beta,2002-03-09
9853,S23W11,-23,11,288,40,Cao,8,8,Beta,2002-03-09
9856,S05E07,-5,-7,268,150,Cso,4,2,Beta,2002-03-09
9859,S10W05,-10,5,282,70,Cso,9,13,Beta,2002-03-09
9862,N06W84,6,84,1,40,Cso,4,3,Beta,2002-03-09
9863,N18W63,18,63,340,10,Axx,1,1,Alpha,2002-03-09
9864,N18E56,18,-56,221,80,Hsx,2,1,Alpha,2002-03-09
9865,N14E72,14,-72,205,10,Axx,1,1,Alpha,2002-03-09
9866,S10E80,-10,-80,197,120,Hsx,2,1,Alpha,2002-03-09
9851,S04W52,-4,52,316,60,Dso,8,9,Beta,2002-03-10
9853,S22W26,-22,26,290,20,Cso,4,3,Beta,2002-03-10
9856,S03W06,-3,6,270,160,Hsx,3,2,Alpha,2002-03-10
9859,S10W20,-10,20,284,30,Dso,6,9,Beta,2002-03-10
9864,N19E43,19,-43,221,70,Cso,4,5,Beta,2002-03-10
9865,N14E58,14,-58,206,0,Axx,0,1,Alpha,2002-03-10
9866,S10E73,-10,-73,191,560,Eko,15,8,Beta-Gamma,2002-03-10
9851,S06W67,-6,67,318,60,Dao,7,4,Beta,2002-03-11
9853,S24W39,-24,39,290,20,Cro,3,2,Beta,2002-03-11
9856,S03W18,-3,18,269,150,Cso,6,5,Beta,2002-03-11
9859,S11W33,-11,33,284,30,Cro,6,7,Beta,2002-03-11
9864,N20E29,20,-29,222,90,Cao,5,6,Beta,2002-03-11
9865,N15E43,15,-43,208,20,Hrx,1,1,Alpha,2002-03-11
9866,S09E61,-9,-61,190,840,Eki,14,19,Beta-Gamma,2002-03-11
9851,S06W84,-6,84,321,40,Hsx,1,1,Alpha,2002-03-12
9856,S03W32,-3,32,269,160,Hsx,3,2,Alpha,2002-03-12
9859,S11W46,-11,46,283,20,Cro,6,4,Beta,2002-03-12
9864,N19E14,19,-14,223,50,Cso,5,4,Beta,2002-03-12
9865,N15E30,15,-30,207,20,Hrx,1,1,Alpha,2002-03-12
9866,S08E47,-8,-47,190,870,Eki,15,23,Beta-Gamma-Delta,2002-03-12
9867,S30E16,-30,-16,221,10,Bxo,1,3,Beta,2002-03-12
