nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
1064,N15E28,15,-28,223,20,Bxo,2,2,Beta,2010-05-01
1064,N16E15,16,-15,223,10,Cro,3,3,Beta,2010-05-02
1064,N15E02,15,-2,223,0,Axx,1,1,Alpha,2010-05-03
1065,S32W16,-32,16,241,0,Axx,1,1,Alpha,2010-05-03
1066,S27E16,-27,-16,209,0,Axx,1,1,Alpha,2010-05-03
1067,N23E55,23,-55,170,20,Bxo,5,4,Beta,2010-05-03
1063,N18W52,18,52,264,10,Bxo,3,2,Beta,2010-05-04
1065,S32W29,-32,29,241,0,Axx,1,1,Alpha,2010-05-04
1066,S27E05,-27,-5,207,20,Cro,5,5,Beta,2010-05-04
1067,N23E38,23,-38,174,20,Cso,4,2,Beta,2010-05-04
1068,S19E76,-19,-76,135,0,Axx,1,1,Alpha,2010-05-04
1063,N18W66,18,66,264,10,Bxo,3,3,Beta,2010-05-05
1066,S26W07,-26,7,205,10,Bxo,6,3,Beta,2010-05-05
1067,N23E24,23,-24,174,20,Dro,6,3,Beta,2010-05-05
1068,S19E65,-19,-65,133,10,Bxo,1,2,Beta,2010-05-05
1069,N42W27,42,27,225,50,Dai,7,9,Beta-Gamma,2010-05-05
1063,N18W80,18,80,264,10,Bxo,1,2,Beta,2010-05-06
1066,S26W22,-26,22,206,10,Axx,1,1,Alpha,2010-05-06
1067,N23E13,23,-13,171,10,Bxo,5,3,Beta,2010-05-06
1068,S21E54,-21,-54,130,10,Axx,1,1,Alpha,2010-05-06
1069,N41W40,41,40,224,170,Dai,9,7,Beta-Gamma,2010-05-06
1070,N21W08,21,8,192,10,Bxo,2,3,Beta,2010-05-06
1067,N23E03,23,-3,168,10,Bxo,2,2,Beta,2010-05-07
1068,S20E41,-20,-41,130,10,Bxo,3,4,Beta,2010-05-07
1069,N42W51,42,51,222,80,Esi,12,9,Beta-Gamma,2010-05-07
1068,S19E28,-19,-28,130,0,Axx,0,1,Alpha,2010-05-08
1069,N42W67,42,67,225,30,Cso,9,3,Beta,2010-05-08
1069,N41W78,41,78,223,30,Cso,3,2,Beta,2010-05-09
1071,S20W42,-20,42,187,0,Axx,1,1,Alpha,2010-05-09
1072,S16E14,-16,-14,319,30,Bxo,4,5,Beta,2010-05-22
1072,S16E08,-16,-8,312,100,Cao,6,10,Beta,2010-05-23
1072,S15W09,-15,9,315,130,Dsi,6,13,Beta,2010-05-24
1072,S15W22,-15,22,315,90,Cso,6,7,Beta,2010-05-25
1072,S15W36,-15,36,316,60,Cso,5,6,Beta,2010-05-26
1072,S23W52,-23,52,319,50,Hsx,2,1,Alpha,2010-05-27
1072,S15W65,-15,65,318,40,Hsx,2,1,Alpha,2010-05-28
1072,S15W79,-15,79,319,45,Hax,2,2,Beta,2010-05-29
1073,N13E35,13,-35,192,20,Bxo,4,5,Beta,2010-05-30
1074,N19W57,19,57,284,10,Bxo,3,3,Beta,2010-05-30
1075,S20W02,-20,2,229,20,Bxo,3,5,Beta,2010-05-30
1073,N13E21,13,-21,193,20,Bxo,4,6,Beta,2010-05-31
1074,N17W72,17,72,286,10,Axx,1,2,Alpha,2010-05-31
1075,S20W16,-20,16,230,10,Bxo,3,2,Beta,2010-05-31
1073,N12E09,12,-9,192,10,Bxo,5,3,Beta,2010-06-01
1075,S19W32,-19,32,233,0,Axx,1,1,Alpha,2010-06-01
1076,S19E07,-19,-7,194,20,Bxo,4,5,Beta,2010-06-01
1076,S20W06,-20,6,193,20,Bxo,5,4,Beta,2010-06-02
1076,S19W22,-19,22,196,40,Dai,6,8,Beta,2010-06-03
1076,S27W28,-27,28,189,190,Dho,8,7,Beta,2010-06-04
1076,S19W49,-19,49,197,70,Dso,8,8,Beta,2010-06-05
1076,S19W61,-19,61,196,15,Bxo,7,4,Beta,2010-06-06
1077,N20W47,20,47,181,10,Axx,1,1,Alpha,2010-06-06
1076,S19W74,-19,74,195,90,Dro,5,2,Beta,2010-06-07
1076,S19W86,-19,86,193,20,Bxo,1,2,Beta,2010-06-08
1078,S22W45,-22,45,140,80,Cro,7,2,Beta,2010-06-09
1078,S21W60,-21,60,141,180,Dsi,9,6,Beta-Gamma,2010-06-10
1079,S26W36,-26,36,117,10,Bxo,4,2,Beta,2010-06-10
1078,S22W73,-22,73,141,200,Dao,9,5,Beta,2010-06-11
1079,S26W55,-26,55,123,0,Axx,0,1,Alpha,2010-06-11
1080,S25W39,-25,39,107,10,Bxo,4,5,Beta,2010-06-11
1078,S22W86,-22,86,141,5,Axx,1,1,Alpha,2010-06-12
1080,S23W54,-23,54,109,100,Dai,6,4,Beta,2010-06-12
1081,N22W43,22,43,98,50,Bxo,5,8,Beta,2010-06-12
1079,S24W82,-24,82,123,10,Bxo,2,2,Beta,2010-06-13
1080,S23W67,-23,67,108,50,Dro,6,4,Beta,2010-06-13
1081,N24W58,24,58,99,80,Dro,8,10,Beta,2010-06-13
1079,S23W95,-23,95,124,10,Axx,2,4,Alpha,2010-06-14
1080,S24W77,-24,77,105,10,Axx,5,4,Alpha,2010-06-14
1081,N24W76,24,76,104,90,Dao,8,8,Beta,2010-06-14
1081,N25W86,25,86,101,10,Bxo,5,2,Beta,2010-06-15
1082,N28E33,28,-33,303,10,Bxo,5,4,Beta,2010-06-18
1082,N29E22,29,-22,300,10,Axx,4,6,Alpha,2010-06-19
1082,N29E10,29,-10,299,10,Cro,5,4,Beta,2010-06-20
1083,N19W22,19,22,331,10,Bxo,3,4,Beta,2010-06-20
1082,N27W05,27,5,305,30,Dso,7,3,Beta,2010-06-21
1082,N27W23,27,23,307,40,Dro,8,4,Beta,2010-06-22
1082,N26W37,26,37,307,30,Cso,8,4,Beta,2010-06-23
1082,N26W52,26,52,308,20,Cao,7,4,Beta,2010-06-24
1082,N27W65,27,65,308,10,Bxo,9,3,Beta,2010-06-25
1082,N26W77,26,77,307,0,Axx,1,2,Alpha,2010-06-26
1084,S19E59,-19,-59,145,90,Hsx,2,1,Alpha,2010-06-28
1084,S19E46,-19,-46,144,90,Hsx,2,1,Alpha,2010-06-29
1084,S19E34,-19,-34,143,100,Hsx,2,1,Alpha,2010-06-30
1085,S23W24,-23,24,201,10,Cro,3,3,Beta,2010-06-30
1084,S19E19,-19,-19,145,110,Hsx,2,1,Alpha,2010-07-01
1084,S19E07,-19,-7,144,110,Hsx,2,1,Alpha,2010-07-02
1084,S20W06,-20,6,143,100,Hsx,2,1,Alpha,2010-07-03
1084,S19W19,-19,19,143,150,Hsx,2,1,Alpha,2010-07-04
1084,S19W32,-19,32,143,110,Hsx,2,1,Alpha,2010-07-05
1084,S19W46,-19,46,143,100,Hsx,2,1,Alpha,2010-07-06
1086,N18W53,18,53,151,10,Bxo,2,2,Beta,2010-07-06
1084,S19W59,-19,59,143,110,Hsx,2,1,Alpha,2010-07-07
1086,N18W65,18,65,150,10,Bxo,2,2,Beta,2010-07-07
1084,S19W71,-19,71,143,100,Hsx,2,1,Alpha,2010-07-08
1086,N18W78,18,78,150,10,Hrx,1,1,Alpha,2010-07-08
1084,S19W86,-19,86,144,50,Hsx,2,1,Alpha,2010-07-09
1087,N18E72,18,-72,332,30,Dro,4,2,Beta,2010-07-10
1087,N19E57,19,-57,334,100,Dro,10,8,Beta,2010-07-11
1087,N19E44,19,-44,334,120,Ero,14,15,Beta,2010-07-12
1087,N21E30,21,-30,335,130,Dao,7,12,Beta-Delta,2010-07-13
1087,N21E20,21,-20,332,70,Dso,5,7,Beta,2010-07-14
1088,S21E12,-21,-12,340,10,Axx,1,1,Alpha,2010-07-14
1087,N20E08,20,-8,331,100,Dso,5,6,Beta-Gamma,2010-07-15
1087,N19W05,19,5,330,60,Cso,8,5,Beta-Gamma,2010-07-16
1087,N20W19,20,19,331,50,Eso,12,7,Beta-Gamma,2010-07-17
1087,N23W33,23,33,332,20,Hsx,2,3,Alpha,2010-07-18
1087,N24W48,24,48,334,10,Axx,1,2,Alpha,2010-07-19
1087,N17W61,17,61,334,10,Axx,1,1,Alpha,2010-07-20
1089,S23E70,-23,-70,203,130,Cso,7,4,Beta,2010-07-20
1087,N16W78,16,78,337,10,Axx,2,3,Alpha,2010-07-21
1089,S24E58,-24,-58,201,150,Dao,10,9,Beta,2010-07-21
1087,N18W85,18,85,331,10,Axx,4,2,Alpha,2010-07-22
1089,S24E46,-24,-46,200,310,Dsi,9,16,Beta,2010-07-22
1089,S23E33,-23,-33,200,240,Dsi,9,29,Beta,2010-07-23
1089,S24E20,-24,-20,200,200,Esi,11,35,Beta,2010-07-24
1089,S23E06,-23,-6,201,160,Esi,11,20,Beta,2010-07-25
1090,N23E58,23,-58,149,0,Axx,1,1,Alpha,2010-07-25
1089,S24W08,-24,8,202,140,Dsi,9,16,Beta,2010-07-26
1090,N23E43,23,-43,151,10,Bxo,5,3,Beta,2010-07-26
1089,S24W21,-24,21,201,100,Dsi,9,7,Beta,2010-07-27
1090,N22E29,22,-29,151,0,Axx,1,1,Alpha,2010-07-27
1091,N12W73,12,73,253,0,Axx,1,1,Alpha,2010-07-27
1089,S24W35,-24,35,202,70,Dso,9,5,Beta,2010-07-28
1089,S24W48,-24,48,202,90,Eao,12,9,Beta,2010-07-29
1092,N16E76,16,-76,78,180,Cso,6,2,Beta,2010-07-29
1089,S24W62,-24,62,202,140,Cao,10,9,Beta,2010-07-30
1092,N14E63,14,-63,77,210,Cso,9,2,Beta,2010-07-30
1089,S23W73,-23,73,200,40,Bxo,8,5,Beta,2010-07-31
1092,N15E49,15,-49,79,170,Cso,7,4,Beta,2010-07-31
1092,N13E35,13,-35,79,230,Hkx,3,2,Alpha,2010-08-01
1092,N13E21,13,-21,79,290,Hkx,4,3,Alpha,2010-08-02
1092,N16E10,16,-10,76,280,Cho,11,7,Beta,2010-08-03
1092,N15W04,15,4,77,190,Cho,10,3,Beta,2010-08-04
1092,N14W15,14,15,75,180,Cso,6,4,Beta,2010-08-05
1093,N10E65,10,-65,355,100,Cao,4,3,Beta,2010-08-05
1092,N13W33,13,33,80,200,Hsx,3,1,Alpha,2010-08-06
1093,N11E58,11,-58,348,170,Cao,8,4,Beta,2010-08-06
1094,N25W58,25,58,104,50,Cso,4,7,Beta,2010-08-06
1095,S18E46,-18,-46,0,10,Bxo,1,2,Beta,2010-08-06
1092,N12W46,12,46,79,210,Hhx,5,1,Alpha,2010-08-07
1093,N12E45,12,-45,348,180,Cso,9,3,Beta,2010-08-07
1094,N26W71,26,71,104,30,Bxo,7,3,Beta,2010-08-07
1095,S19E34,-19,-34,359,10,Hax,1,2,Alpha,2010-08-07
1092,N13W60,13,60,80,130,Hsx,2,1,Alpha,2010-08-08
1093,N10E30,10,-30,350,130,Hsx,2,1,Alpha,2010-08-08
1094,N25W85,25,85,105,30,Bxo,10,3,Beta,2010-08-08
1095,S18E19,-18,-19,1,10,Axx,11,2,Alpha,2010-08-08
1092,N13W74,13,74,81,180,Hsx,3,1,Alpha,2010-08-09
1093,N11E15,11,-15,350,140,Cso,3,2,Beta,2010-08-09
1095,S17E08,-17,-8,0,10,Hrx,1,2,Alpha,2010-08-09
1096,N22W05,22,5,12,0,Axx,1,1,Alpha,2010-08-09
1092,N12W87,12,87,81,200,Hsx,3,1,Alpha,2010-08-10
1093,N10E02,10,-2,352,150,Hsx,2,2,Alpha,2010-08-10
1095,S18W06,-18,6,360,10,Hsx,1,2,Alpha,2010-08-10
1096,N22W20,22,20,14,20,Bxo,5,8,Beta,2010-08-10
1093,N10W12,10,12,353,130,Hsx,3,2,Alpha,2010-08-11
1095,S17W20,-17,20,1,10,Axx,1,1,Alpha,2010-08-11
1096,N21W33,21,33,14,60,Cri,7,12,Beta,2010-08-11
1097,N33E71,33,-71,270,10,Axx,1,1,Alpha,2010-08-11
1093,N10W25,10,25,352,110,Hsx,3,2,Alpha,2010-08-12
1095,S17W33,-17,33,360,10,Axx,1,1,Alpha,2010-08-12
1096,N21W46,21,46,13,40,Bxo,7,7,Beta,2010-08-12
1097,N33E55,33,-55,272,10,Axx,1,1,Alpha,2010-08-12
1098,N15E28,15,-28,299,30,Dro,5,5,Beta,2010-08-12
1093,N10W38,10,38,352,250,Hkx,4,2,Alpha,2010-08-13
1096,N22W55,22,55,9,0,Axx,0,1,Alpha,2010-08-13
1097,N32E44,32,-44,270,0,Axx,1,1,Alpha,2010-08-13
1098,N14E14,14,-14,300,40,Cro,6,6,Beta,2010-08-13
1093,N11W51,11,51,352,90,Hsx,2,2,Alpha,2010-08-14
1098,N15E01,15,-1,301,20,Cro,5,6,Beta,2010-08-14
1099,N17W41,17,41,347,10,Bxo,4,13,Beta,2010-08-14
1093,N11W65,11,65,353,80,Hsx,3,3,Alpha,2010-08-15
1099,N18W58,18,58,346,70,Cro,6,8,Beta,2010-08-15
1093,N11W78,11,78,353,40,Hsx,2,2,Alpha,2010-08-16
1099,N18W73,18,73,347,90,Cri,7,11,Beta,2010-08-16
1098,N15W41,15,41,302,30,Cro,4,4,Beta,2010-08-17
1099,N17W84,17,84,345,60,Bxo,6,4,Beta,2010-08-17
1100,S24E59,-24,-59,202,10,Axx,1,1,Alpha,2010-08-17
1098,N14W55,14,55,303,10,Bxo,5,5,Beta,2010-08-18
1100,S23E49,-23,-49,199,10,Axx,1,1,Alpha,2010-08-18
1098,N14W67,14,67,302,10,Bxo,4,2,Beta,2010-08-19
1100,S22E36,-22,-36,199,10,Axx,1,1,Alpha,2010-08-19
1100,S23E22,-23,-22,200,0,Axx,1,1,Alpha,2010-08-20
1100,S27E05,-27,-5,204,0,Axx,0,1,Alpha,2010-08-21
1101,N12E79,12,-79,0,30,Hrx,3,1,Alpha,2010-08-25
1100,S19W64,-19,64,207,10,Axx,2,2,Alpha,2010-08-26
1101,N12E61,12,-61,82,90,Hsx,2,1,Alpha,2010-08-26
1100,S20W78,-20,78,205,10,Axx,2,2,Alpha,2010-08-27
1101,N13E48,13,-48,83,90,Hsx,5,1,Alpha,2010-08-27
1101,N12E34,12,-34,84,100,Hsx,3,1,Alpha,2010-08-28
1101,N12E21,12,-21,81,130,Hsx,3,1,Alpha,2010-08-29
1101,N12E07,12,-7,84,140,Hrx,2,1,Alpha,2010-08-30
1102,N27W13,27,13,104,30,Cro,3,4,Beta,2010-08-30
1101,N13W06,13,6,85,110,Hrx,2,1,Alpha,2010-08-31
1102,N28W26,28,26,103,70,Dro,6,7,Beta,2010-08-31
1101,N12W19,12,19,83,140,Hrx,2,1,Alpha,2010-09-01
1102,N28W40,28,40,104,80,Cro,6,6,Beta,2010-09-01
1101,N12W32,12,32,83,150,Cso,5,2,Beta,2010-09-02
1102,N26W52,26,52,103,100,Cao,7,5,Beta,2010-09-02
1103,N25W32,25,32,83,10,Bxo,7,2,Beta,2010-09-02
1104,N24W27,24,27,75,10,Bxo,0,2,Beta,2010-09-02
1101,N12W45,12,45,82,120,Hsx,2,2,Alpha,2010-09-03
1102,N27W63,27,63,100,30,Cro,2,3,Beta,2010-09-03
1103,N25W48,25,48,85,20,Cro,4,3,Beta,2010-09-03
1105,N19W09,19,9,49,10,Bxo,3,4,Beta,2010-09-03
1101,N12W57,12,57,81,130,Cso,4,3,Beta,2010-09-04
1102,N26W76,26,76,100,10,Axx,1,1,Alpha,2010-09-04
1103,N25W63,25,63,87,10,Cro,1,2,Beta,2010-09-04
1105,N18W22,18,22,50,30,Bxo,6,8,Beta,2010-09-04
1101,N12W70,12,70,83,110,Hsx,2,1,Alpha,2010-09-05
1103,N26W76,26,76,88,20,Axx,2,2,Alpha,2010-09-05
1105,N18W36,18,36,50,70,Dri,8,20,Beta,2010-09-05
1101,N13W88,13,88,89,120,Hsx,2,1,Alpha,2010-09-06
1103,N25W90,25,90,87,10,Axx,0,1,Alpha,2010-09-06
1105,N19W52,19,52,48,130,Dri,8,26,Beta,2010-09-06
1105,N19W64,19,64,49,150,Cai,10,14,Beta,2010-09-07
1105,N19W77,19,77,53,40,Hax,5,6,Alpha,2010-09-08
1105,N19W90,19,90,49,10,Axx,2,1,Alpha,2010-09-09
1106,S18E64,-18,-64,215,50,Hsx,1,1,Alpha,2010-09-12
1106,S19E57,-19,-57,209,80,Cso,14,5,Beta,2010-09-13
1107,N33E62,33,-62,204,10,Axx,1,1,Alpha,2010-09-13
1106,S19E44,-19,-44,209,100,Cso,15,7,Beta,2010-09-14
1106,S19E30,-19,-30,209,110,Fao,17,14,Beta,2010-09-15
1106,S20E18,-20,-18,208,90,Fao,16,10,Beta,2010-09-16
1106,S20E05,-20,-5,208,110,Fso,18,21,Beta,2010-09-17
1108,S28E69,-28,-69,144,290,Cko,9,5,Beta,2010-09-17
1106,S20W08,-20,8,208,80,Fsi,17,16,Beta,2010-09-18
1108,S28E59,-28,-59,141,280,Eho,13,5,Beta,2010-09-18
1106,S20W21,-20,21,207,100,Fso,18,14,Beta,2010-09-19
1108,S28E49,-28,-49,138,370,Eso,14,8,Beta,2010-09-19
1106,S20W34,-20,34,207,90,Fso,18,17,Beta,2010-09-20
1108,S30E36,-30,-36,137,420,Fho,18,13,Beta,2010-09-20
1106,S21W53,-21,53,213,20,Bxo,6,7,Beta,2010-09-21
1108,S30E24,-30,-24,136,380,Fko,18,11,Beta,2010-09-21
1106,S22W69,-22,69,217,2,Axx,1,1,Alpha,2010-09-22
1108,S30E14,-30,-14,133,270,Fho,16,5,Beta,2010-09-22
1109,N19E75,19,-75,72,30,Hrx,1,1,Alpha,2010-09-22
1108,S30W09,-30,9,142,340,Hhx,4,2,Alpha,2010-09-23
1109,N22E67,22,-67,67,200,Dko,10,4,Beta,2010-09-23
1108,S30W22,-30,22,142,260,Hkx,4,2,Alpha,2010-09-24
1109,N22E54,22,-54,67,210,Dso,9,12,Beta,2010-09-24
1108,S30W34,-30,34,141,280,Hkx,4,2,Alpha,2010-09-25
1109,N22E41,22,-41,66,280,Eho,13,12,Beta,2010-09-25
1108,S31W46,-31,46,140,210,Hhx,4,2,Alpha,2010-09-26
1109,N22E27,22,-27,67,280,Ehi,14,18,Beta-Gamma,2010-09-26
1108,S31W58,-31,58,140,220,Hsx,3,2,Alpha,2010-09-27
1109,N21E14,21,-14,66,360,Esi,14,22,Beta,2010-09-27
1110,N19W05,19,5,85,10,Axx,2,3,Alpha,2010-09-27
1108,S30W72,-30,72,141,230,Hsx,4,1,Alpha,2010-09-28
1109,N22E02,22,-2,65,420,Eki,13,20,Beta,2010-09-28
1110,N20W19,20,19,86,0,Axx,1,1,Alpha,2010-09-28
1108,S30W83,-30,83,138,140,Hsx,4,1,Alpha,2010-09-29
1109,N22W11,22,11,65,280,Eai,13,12,Beta,2010-09-29
1110,N20W31,20,31,85,10,Axx,6,6,Alpha,2010-09-29
1109,N22W24,22,24,65,310,Ehi,13,13,Beta,2010-09-30
1110,N19W45,19,45,87,50,Dso,6,7,Beta,2010-09-30
1111,N23E55,23,-55,346,10,Axx,1,1,Alpha,2010-09-30
1109,N21W39,21,39,67,240,Dhi,7,11,Beta,2010-10-01
1110,N19W60,19,60,90,30,Bxo,6,3,Beta,2010-10-01
1111,N24E42,24,-42,345,10,Axx,1,1,Alpha,2010-10-01
1109,N21W51,21,51,65,270,Dho,9,11,Beta,2010-10-02
1110,N20W71,20,71,86,0,Axx,1,1,Alpha,2010-10-02
1111,N20E30,20,-30,343,10,Bxo,6,2,Beta,2010-10-02
1109,N21W65,21,65,66,320,Cko,10,8,Beta,2010-10-03
1110,N21W84,21,84,85,0,Axx,0,1,Alpha,2010-10-03
1111,N24E21,24,-21,340,30,Cro,4,3,Beta,2010-10-03
1109,N20W80,20,80,68,220,Hax,4,3,Alpha,2010-10-04
1111,N24E06,24,-6,341,30,Dro,4,5,Beta,2010-10-04
1109,N21W93,21,93,69,90,Hax,3,1,Alpha,2010-10-05
1111,N24W05,24,5,341,20,Dso,5,2,Beta,2010-10-05
1111,N22W18,22,18,341,0,Axx,1,1,Alpha,2010-10-06
1111,N24W56,24,56,339,0,Axx,1,1,Alpha,2010-10-09
1112,S18E65,-18,-65,204,40,Hrx,1,2,Alpha,2010-10-10
1112,S18E54,-18,-54,202,50,Hrx,2,3,Alpha,2010-10-11
1112,S19E40,-19,-40,202,30,Hrx,1,1,Alpha,2010-10-12
1112,S19E26,-19,-26,203,20,Hsx,1,1,Alpha,2010-10-13
1112,S17E14,-17,-14,202,10,Cro,3,3,Beta,2010-10-14
1113,N17E76,17,-76,141,120,Hax,1,1,Alpha,2010-10-14
1112,S18E00,-18,0,202,20,Cro,2,2,Beta,2010-10-15
1113,N17E63,17,-63,141,100,Hsx,2,1,Alpha,2010-10-15
1114,S22W41,-22,41,244,0,Axx,0,1,Alpha,2010-10-15
1112,S19W15,-19,15,203,70,Dro,9,7,Beta,2010-10-16
1113,N17E50,17,-50,140,130,Hsx,3,1,Alpha,2010-10-16
1114,S21W55,-21,55,244,10,Bxo,2,2,Beta,2010-10-16
1115,S28E63,-28,-63,130,170,Hsx,4,1,Alpha,2010-10-16
1112,S18W28,-18,28,205,120,Dsi,7,16,Beta-Gamma,2010-10-17
1113,N17E36,17,-36,141,130,Hsx,3,1,Alpha,2010-10-17
1115,S28E50,-28,-50,127,170,Hsx,4,1,Alpha,2010-10-17
1112,S20W44,-20,44,208,180,Eai,12,16,Beta-Gamma,2010-10-18
1113,N18E23,18,-23,141,160,Hsx,2,2,Alpha,2010-10-18
1115,S28E37,-28,-37,127,140,Hsx,3,1,Alpha,2010-10-18
1116,N22W14,22,14,178,20,Bxo,2,2,Beta,2010-10-18
1112,S19W58,-19,58,208,140,Eai,11,11,Beta-Gamma,2010-10-19
1113,N18E10,18,-10,141,150,Cso,4,5,Beta,2010-10-19
1115,S28E25,-28,-25,126,160,Hsx,2,1,Alpha,2010-10-19
1116,N22W28,22,28,179,0,Axx,1,1,Alpha,2010-10-19
1112,S20W70,-20,70,208,60,Cso,11,8,Beta-Gamma,2010-10-20
1113,N17W03,17,3,141,130,Hsx,3,2,Alpha,2010-10-20
1115,S29E13,-29,-13,125,190,Cso,5,3,Beta,2010-10-20
1117,N25E74,25,-74,63,50,Hsx,5,1,Alpha,2010-10-20
1118,N16E61,16,-61,76,0,Axx,1,1,Alpha,2010-10-20
1112,S20W84,-20,84,208,10,Hsx,1,2,Alpha,2010-10-21
1113,N16W17,16,17,141,110,Cso,4,3,Beta,2010-10-21
1115,S31W01,-31,1,125,110,Cso,4,2,Beta,2010-10-21
1117,N24E60,24,-60,64,70,Hsx,2,2,Alpha,2010-10-21
1118,N14E47,14,-47,77,0,Axx,1,2,Alpha,2010-10-21
1113,N16W31,16,31,142,80,Hax,2,2,Alpha,2010-10-22
1115,S29W13,-29,13,124,140,Hsx,3,1,Alpha,2010-10-22
1117,N23E48,23,-48,63,80,Hsx,2,1,Alpha,2010-10-22
1113,N16W40,16,40,140,90,Hsx,2,2,Alpha,2010-10-23
1115,S30W22,-30,22,116,110,Hsx,2,1,Alpha,2010-10-23
1117,N23E36,23,-36,63,70,Hsx,2,1,Alpha,2010-10-23
1113,N16W55,16,55,140,100,Hsx,2,2,Alpha,2010-10-24
1115,S29W36,-29,36,121,140,Hsx,3,1,Alpha,2010-10-24
1117,N22E28,22,-28,57,120,Cso,8,10,Beta,2010-10-24
1113,N16W69,16,69,141,80,Hsx,2,1,Alpha,2010-10-25
1115,S30W51,-30,51,123,120,Hsx,3,1,Alpha,2010-10-25
1117,N22E12,22,-12,60,210,Dso,9,13,Beta,2010-10-25
1119,N22W25,22,25,97,40,Bxo,3,2,Beta,2010-10-25
1113,N13W82,13,82,139,100,Hsx,1,2,Alpha,2010-10-26
1115,S30W64,-30,64,121,160,Hsx,2,1,Alpha,2010-10-26
1117,N22W02,22,2,59,260,Dsi,9,12,Beta,2010-10-26
1119,N23W38,23,38,95,20,Cro,4,2,Beta,2010-10-26
1113,N17W92,17,92,136,60,Hsx,2,1,Alpha,2010-10-27
1115,S31W75,-31,75,120,120,Hsx,8,1,Alpha,2010-10-27
1117,N21W15,21,15,59,360,Ehi,11,31,Beta-Gamma,2010-10-27
1119,N22W49,22,49,94,0,Axx,1,1,Alpha,2010-10-27
1115,S29W90,-29,90,124,80,Hsx,2,1,Alpha,2010-10-28
1117,N22W28,22,28,59,450,Ekc,11,21,Beta,2010-10-28
1119,N24W60,24,60,91,10,Axx,1,1,Alpha,2010-10-28
1117,N22W41,22,41,60,520,Dkc,10,17,Beta,2010-10-29
1117,N20W55,20,55,60,550,Dsi,9,14,Beta,2010-10-30
1117,N20W72,20,72,65,480,Dho,10,9,Beta,2010-10-31
1120,N39E69,39,-69,283,10,Bxo,4,3,Beta,2010-10-31
1117,N22W83,22,83,60,510,Dho,8,8,Beta,2010-11-01
1120,N40E53,40,-53,286,40,Cro,9,4,Beta,2010-11-01
1117,N22W96,22,96,63,180,Cho,2,3,Beta,2010-11-02
1120,N39E41,39,-41,285,120,Eso,11,7,Beta,2010-11-02
1120,N38E31,38,-31,283,80,Eso,13,7,Beta,2010-11-03
1120,N39E17,39,-17,281,50,Cao,13,8,Beta,2010-11-04
1120,N38E04,38,-4,282,10,Bxo,13,7,Beta,2010-11-05
1121,S20E70,-20,-70,218,10,Axx,1,7,Alpha,2010-11-05
1120,N38W09,38,9,282,10,Bxo,14,2,Beta,2010-11-06
1121,S18E58,-18,-58,215,70,Cro,11,7,Beta,2010-11-06
1120,N41W13,41,13,273,0,Axx,1,2,Alpha,2010-11-07
1121,S18E48,-18,-48,211,80,Eai,13,9,Beta,2010-11-07
1122,N13W02,13,2,262,10,Cso,5,2,Beta,2010-11-07
1121,S18E36,-18,-36,211,90,Esi,13,11,Beta-Gamma,2010-11-08
1122,N14W18,14,18,263,10,Cao,7,3,Beta,2010-11-08
1121,S19E20,-19,-20,213,50,Ero,13,12,Beta-Gamma,2010-11-09
1122,N13W31,13,31,263,30,Dro,7,4,Beta,2010-11-09
1121,S19E07,-19,-7,212,50,Eao,12,9,Beta,2010-11-10
1122,N14W43,14,43,263,20,Bxo,4,6,Beta,2010-11-10
1121,S20W01,-20,1,207,10,Axx,3,3,Alpha,2010-11-11
1122,N13W53,13,53,260,10,Axx,2,2,Alpha,2010-11-11
1123,S23E16,-23,-16,193,30,Dro,6,8,Beta,2010-11-11
1124,N14E38,14,-38,168,20,Dro,3,2,Beta,2010-11-11
1125,N19E34,19,-34,160,15,Cro,2,3,Beta,2010-11-12
1123,S22E03,-22,-3,190,80,Dai,5,12,Beta,2010-11-12
1124,N16E27,16,-27,164,15,Cao,7,3,Beta,2010-11-12
1123,S22W10,-22,10,192,50,Dai,6,15,Beta,2010-11-13
1124,N14E12,14,-12,169,30,Dao,4,8,Beta,2010-11-13
1125,N19E23,19,-23,156,10,Bxo,5,3,Beta,2010-11-13
1126,S28E73,-28,-73,108,10,Dso,3,2,Beta,2010-11-13
1123,S23W24,-23,24,191,50,Cro,5,7,Beta,2010-11-14
1124,N14W03,14,3,171,80,Dsi,6,11,Beta,2010-11-14
1125,N19E08,19,-8,160,30,Cro,3,3,Beta,2010-11-14
1126,S30E59,-30,-59,109,20,Cro,2,2,Beta,2010-11-14
1123,S22W37,-22,37,191,10,Bxo,6,7,Beta,2010-11-15
1124,N14W17,14,17,171,100,Dsi,8,15,Beta,2010-11-15
1125,N18W06,18,6,160,10,Bxo,4,5,Beta,2010-11-15
1126,S30E47,-30,-47,108,30,Cro,3,2,Beta,2010-11-15
1123,S22W48,-22,48,189,10,Axx,1,1,Alpha,2010-11-16
1124,N14W30,14,30,170,260,Dki,9,13,Beta,2010-11-16
1125,N18W21,18,21,162,10,Axx,1,1,Alpha,2010-11-16
1126,S31E33,-31,-33,108,50,Dro,6,7,Beta,2010-11-16
1124,N13W44,13,44,172,260,Dso,9,7,Beta,2010-11-17
1125,N20W43,20,43,159,10,Axx,2,2,Alpha,2010-11-17
